mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
-0.38,"33 km E of Port Heiden, Alaska",1668411662800,1668467088720,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076413,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076413&format=geojson,,,,,reviewed,0,0,av,91076413,",av91076413,",",av,",",origin,phase-data,",6.0,,0.06,226.0,ml,earthquake,"M -0.4 - 33 km E of Port Heiden, Alaska"
1.15,"6 km WSW of Minco, Oklahoma",1668411522420,1668443367729,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022whtp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022whtp&format=geojson,,,,,reviewed,0,20,ok,2022whtp,",ok2022whtp,",",ok,",",origin,phase-data,",15.0,0.08548322528,0.26,98.0,ml,earthquake,"M 1.2 - 6 km WSW of Minco, Oklahoma"
0.08,"38 km NNE of Amboy, Washington",1668411209080,1668453459000,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61894246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61894246&format=geojson,,,,,reviewed,0,0,uw,61894246,",uw61894246,",",uw,",",origin,phase-data,",17.0,0.00234,0.11,136.0,ml,earthquake,"M 0.1 - 38 km NNE of Amboy, Washington"
1.8,"113 km NW of Yakutat, Alaska",1668409922213,1669870403037,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em14z3k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em14z3k&format=geojson,,,,,reviewed,0,50,ak,022em14z3k,",ak022em14z3k,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.8 - 113 km NW of Yakutat, Alaska"
1.04,"7 km WSW of Minco, Oklahoma",1668409756219,1668525091643,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022whsq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022whsq&format=geojson,,,,,reviewed,0,17,ok,2022whsq,",ok2022whsq,",",ok,",",origin,phase-data,",24.0,0.07918446131,0.28,60.0,ml,earthquake,"M 1.0 - 7 km WSW of Minco, Oklahoma"
1.4,"42 km N of Valdez, Alaska",1668409650846,1669870410717,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em13ynw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em13ynw&format=geojson,,,,,reviewed,0,30,ak,022em13ynw,",ak022em13ynw,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.4 - 42 km N of Valdez, Alaska"
2.1,"33 km NW of Dutch Harbor, Alaska",1668409634962,1669870410525,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em13xfs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em13xfs&format=geojson,,,,,reviewed,0,68,ak,022em13xfs,",ak022em13xfs,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 2.1 - 33 km NW of Dutch Harbor, Alaska"
1.28,"7 km WSW of Minco, Oklahoma",1668409260730,1668523865301,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022whsj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022whsj&format=geojson,,,,,reviewed,0,25,ok,2022whsj,",ok2022whsj,",",ok,",",origin,phase-data,",66.0,0.08368357843,0.36,60.0,ml,earthquake,"M 1.3 - 7 km WSW of Minco, Oklahoma"
0.46,"6km WNW of Cobb, CA",1668408980160,1668415390694,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804940,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804940&format=geojson,,,,,automatic,0,3,nc,73804940,",nc73804940,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.003965,0.01,73.0,md,earthquake,"M 0.5 - 6km WNW of Cobb, CA"
2.56,"6 km S of Indios, Puerto Rico",1668408642370,1668410559290,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382263&format=geojson,,,,,reviewed,0,101,pr,71382263,",pr71382263,",",pr,",",origin,phase-data,",9.0,0.07242,0.08,222.0,md,earthquake,"M 2.6 - 6 km S of Indios, Puerto Rico"
1.4,"8 km NNE of Willow, Alaska",1668408284839,1669870410347,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em0qhmr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em0qhmr&format=geojson,,,,,reviewed,0,30,ak,022em0qhmr,",ak022em0qhmr,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.4 - 8 km NNE of Willow, Alaska"
0.5,"33 km E of Port Heiden, Alaska",1668408251300,1668466822060,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076408&format=geojson,,,,,reviewed,0,4,av,91076408,",av91076408,",",av,",",origin,phase-data,",6.0,,0.11,227.0,ml,earthquake,"M 0.5 - 33 km E of Port Heiden, Alaska"
2.0,"58 km S of Adak, Alaska",1668408200117,1669870410158,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em0q80b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em0q80b&format=geojson,,,,,reviewed,0,62,ak,022em0q80b,",ak022em0q80b,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 2.0 - 58 km S of Adak, Alaska"
-0.15,"33 km E of Port Heiden, Alaska",1668408026720,1668466644260,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076403&format=geojson,,,,,reviewed,0,0,av,91076403,",av91076403,",",av,",",origin,phase-data,",4.0,,0.07,221.0,ml,earthquake,"M -0.2 - 33 km E of Port Heiden, Alaska"
1.1,"71 km NW of Ninilchik, Alaska",1668407791281,1669870409969,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em0oquw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em0oquw&format=geojson,,,,,reviewed,0,19,ak,022em0oquw,",av91076393,ak022em0oquw,",",av,ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.1 - 71 km NW of Ninilchik, Alaska"
1.9,"67 km W of Tyonek, Alaska",1668407644359,1669870409767,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em0o9cj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em0o9cj&format=geojson,,,,,reviewed,0,56,ak,022em0o9cj,",ak022em0o9cj,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.9 - 67 km W of Tyonek, Alaska"
3.5,"67 km S of Iquique, Chile",1668407195055,1668466525679,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipkh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipkh&format=geojson,1.0,2.0,,,reviewed,0,189,us,7000ipkh,",us7000ipkh,",",us,",",dyfi,origin,phase-data,",12.0,0.553,0.4,173.0,ml,earthquake,"M 3.5 - 67 km S of Iquique, Chile"
1.28,"9km SSW of Mariposa, CA",1668407000710,1668454452548,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804935,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804935&format=geojson,,,,,reviewed,0,25,nc,73804935,",nc73804935,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.1655,0.01,174.0,md,earthquake,"M 1.3 - 9km SSW of Mariposa, CA"
2.8,"1 km SE of Lluveras, Puerto Rico",1668406732880,1668408497060,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382258,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382258&format=geojson,,,,,reviewed,0,121,pr,71382258,",pr71382258,",",pr,",",origin,phase-data,",12.0,0.0396,0.08,87.0,md,earthquake,"M 2.8 - 1 km SE of Lluveras, Puerto Rico"
3.02,"2 km WNW of Palomas, Puerto Rico",1668406145850,1668412544040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382248,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382248&format=geojson,,,,,reviewed,0,140,pr,71382248,",us7000ipkg,pr71382248,",",us,pr,",",origin,phase-data,",33.0,0.03406,0.12,68.0,md,earthquake,"M 3.0 - 2 km WNW of Palomas, Puerto Rico"
0.67,"92 km W of Adak, Alaska",1668405885860,1668465496790,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076388,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076388&format=geojson,,,,,reviewed,0,7,av,91076388,",av91076388,",",av,",",origin,phase-data,",5.0,,0.24,117.0,ml,earthquake,"M 0.7 - 92 km W of Adak, Alaska"
0.95,"26km NNE of Montecito, CA",1668405462090,1668452307533,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132199,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132199&format=geojson,,,,,reviewed,0,14,ci,40132199,",ci40132199,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.1363,0.15,128.0,ml,earthquake,"M 1.0 - 26km NNE of Montecito, CA"
0.14,Alaska Peninsula,1668405188630,1668465240340,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076383&format=geojson,,,,,reviewed,0,0,av,91076383,",av91076383,",",av,",",origin,phase-data,",6.0,,0.15,227.0,ml,earthquake,M 0.1 - Alaska Peninsula
0.98,"28km NNE of Montecito, CA",1668405145410,1668452202530,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132183&format=geojson,,,,,reviewed,0,15,ci,40132183,",ci40132183,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1335,0.15,62.0,ml,earthquake,"M 1.0 - 28km NNE of Montecito, CA"
-0.26,"33 km E of Port Heiden, Alaska",1668405087260,1668465055210,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076378,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076378&format=geojson,,,,,reviewed,0,0,av,91076378,",av91076378,",",av,",",origin,phase-data,",4.0,,0.2,234.0,ml,earthquake,"M -0.3 - 33 km E of Port Heiden, Alaska"
0.4,"33 km E of Port Heiden, Alaska",1668405071650,1668464888270,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076373,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076373&format=geojson,,,,,reviewed,0,2,av,91076373,",av91076373,",",av,",",origin,phase-data,",6.0,,0.07,225.0,ml,earthquake,"M 0.4 - 33 km E of Port Heiden, Alaska"
-0.42,"34 km E of Port Heiden, Alaska",1668404907440,1668463940560,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076368&format=geojson,,,,,reviewed,0,0,av,91076368,",av91076368,",",av,",",origin,phase-data,",4.0,,0.11,235.0,ml,earthquake,"M -0.4 - 34 km E of Port Heiden, Alaska"
2.2,"109 km ESE of Chenega, Alaska",1668404662546,1669870409372,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em050b2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em050b2&format=geojson,,,,,reviewed,0,74,ak,022em050b2,",ak022em050b2,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 2.2 - 109 km ESE of Chenega, Alaska"
1.29,"3 km E of Union City, Oklahoma",1668404650000,1668523076956,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022whpv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022whpv&format=geojson,,,,,reviewed,0,26,ok,2022whpv,",ok2022whpv,",",ok,",",origin,phase-data,",10.0,0.01259752794,0.24,120.0,ml,earthquake,"M 1.3 - 3 km E of Union City, Oklahoma"
1.8,"31 km E of Port Heiden, Alaska",1668404631431,1669870409592,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em04utj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em04utj&format=geojson,,,,,reviewed,0,50,ak,022em04utj,",av91076363,ak022em04utj,",",av,ak,",",origin,phase-data,",,,0.21,,ml,earthquake,"M 1.8 - 31 km E of Port Heiden, Alaska"
0.66,"93 km W of Adak, Alaska",1668404412920,1668463331050,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076358,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076358&format=geojson,,,,,reviewed,0,7,av,91076358,",av91076358,",",av,",",origin,phase-data,",5.0,,0.2,111.0,ml,earthquake,"M 0.7 - 93 km W of Adak, Alaska"
2.6,"22 km NW of Stanley, Idaho",1668404173104,1668429688040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipke&format=geojson,,,,,reviewed,0,104,us,7000ipke,",us7000ipke,",",us,",",origin,phase-data,",12.0,0.951,0.26,67.0,ml,earthquake,"M 2.6 - 22 km NW of Stanley, Idaho"
1.7,"58 km NNW of Yakutat, Alaska",1668403980677,1669870409186,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em02lqr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em02lqr&format=geojson,,,,,reviewed,0,44,ak,022em02lqr,",ak022em02lqr,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.7 - 58 km NNW of Yakutat, Alaska"
1.0,"20 km SE of Denali Park, Alaska",1668403557792,1669870408996,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022em010f7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022em010f7&format=geojson,,,,,reviewed,0,15,ak,022em010f7,",ak022em010f7,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.0 - 20 km SE of Denali Park, Alaska"
0.61,"10km NW of The Geysers, CA",1668403431650,1668405010682,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804925,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804925&format=geojson,,,,,automatic,0,6,nc,73804925,",nc73804925,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.005457,0.02,76.0,md,earthquake,"M 0.6 - 10km NW of The Geysers, CA"
-0.08,"3km SE of The Geysers, CA",1668403285580,1669097072660,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804920,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804920&format=geojson,,,,,reviewed,0,0,nc,73804920,",nc73804920,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.003222,0.03,61.0,md,earthquake,"M -0.1 - 3km SE of The Geysers, CA"
0.96,"79 km W of Adak, Alaska",1668402857650,1668462933680,,https://earthquake.usgs.gov/earthquakes/eventpage/av91715661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91715661&format=geojson,,,,,reviewed,0,14,av,91715661,",av91715661,",",av,",",origin,phase-data,",4.0,,0.14,274.0,ml,earthquake,"M 1.0 - 79 km W of Adak, Alaska"
0.9,"73 km NW of Rampart, Alaska",1668402663330,1669870402857,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022elzxw9h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022elzxw9h&format=geojson,,,,,reviewed,0,12,ak,022elzxw9h,",ak022elzxw9h,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 0.9 - 73 km NW of Rampart, Alaska"
0.86,"26km NNE of Montecito, CA",1668402629000,1668452056716,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132175,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132175&format=geojson,,,,,reviewed,0,11,ci,40132175,",ci40132175,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.1376,0.11,128.0,ml,earthquake,"M 0.9 - 26km NNE of Montecito, CA"
-0.62,"81 km NNW of Karluk, Alaska",1668402269550,1668463065420,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076353,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076353&format=geojson,,,,,reviewed,0,0,av,91076353,",av91076353,",",av,",",origin,phase-data,",4.0,,0.09,166.0,ml,earthquake,"M -0.6 - 81 km NNW of Karluk, Alaska"
6.1,south of the Fiji Islands,1668402251752,1668645838986,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipkb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipkb&format=geojson,,,1.598,green,reviewed,0,572,us,7000ipkb,",us7000ipkb,usauto7000ipkb,pt22318000,",",us,usauto,pt,",",ground-failure,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",95.0,7.733,1.07,43.0,mww,earthquake,M 6.1 - south of the Fiji Islands
0.37,"10km NW of The Geysers, CA",1668401841990,1668403272527,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804910,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804910&format=geojson,,,,,automatic,0,2,nc,73804910,",nc73804910,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.002091,0.03,99.0,md,earthquake,"M 0.4 - 10km NW of The Geysers, CA"
0.77,"4km ENE of Calimesa, CA",1668401481120,1668451887787,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40132167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40132167&format=geojson,,,,,reviewed,0,9,ci,40132167,",ci40132167,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.08563,0.16,104.0,ml,earthquake,"M 0.8 - 4km ENE of Calimesa, CA"
0.9,"19 km S of Central, Alaska",1668401309160,1669870408816,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022elzkg2s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022elzkg2s&format=geojson,,,,,reviewed,0,12,ak,022elzkg2s,",ak022elzkg2s,",",ak,",",origin,phase-data,",,,0.86,,ml,earthquake,"M 0.9 - 19 km S of Central, Alaska"
1.4,"26 km WSW of Petersville, Alaska",1668400880549,1669870408635,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022elzixee,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022elzixee&format=geojson,,,,,reviewed,0,30,ak,022elzixee,",ak022elzixee,",",ak,",",origin,phase-data,",,,0.36,,ml,earthquake,"M 1.4 - 26 km WSW of Petersville, Alaska"
1.1,"12 km ENE of Takotna, Alaska",1668400857173,1669870408464,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022elzisid,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022elzisid&format=geojson,,,,,reviewed,0,19,ak,022elzisid,",ak022elzisid,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.1 - 12 km ENE of Takotna, Alaska"
4.2,"Bonin Islands, Japan region",1668400741968,1669080454040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipkc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipkc&format=geojson,,,,,reviewed,0,271,us,7000ipkc,",us7000ipkc,",",us,",",origin,phase-data,",58.0,1.709,0.62,67.0,mb,earthquake,"M 4.2 - Bonin Islands, Japan region"
4.6,south of the Fiji Islands,1668400674268,1669080053040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipk8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipk8&format=geojson,,,,,reviewed,0,326,us,7000ipk8,",us7000ipk8,",",us,",",origin,phase-data,",40.0,7.537,0.53,120.0,mb,earthquake,M 4.6 - south of the Fiji Islands
0.98,"6km WNW of The Geysers, CA",1668400522260,1668408912090,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804900,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804900&format=geojson,,,,,automatic,0,15,nc,73804900,",nc73804900,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.00865,0.03,66.0,md,earthquake,"M 1.0 - 6km WNW of The Geysers, CA"
1.7,"7 km NNE of Houston, Alaska",1668400493303,1669870402635,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022elzhhta,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022elzhhta&format=geojson,,,,,reviewed,0,44,ak,022elzhhta,",ak022elzhhta,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 1.7 - 7 km NNE of Houston, Alaska"
0.24,,1668400349310,1668403660050,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61894231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61894231&format=geojson,,,,,reviewed,0,1,uw,61894231,",uw61894231,",",uw,",",origin,phase-data,",8.0,0.06453,0.14,165.0,ml,earthquake,M 0.2 - 
4.0,"178 km N of Nagqu, China",1668400152554,1669079894040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipk5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipk5&format=geojson,,,,,reviewed,0,246,us,7000ipk5,",us7000ipk5,",",us,",",origin,phase-data,",40.0,6.822,0.71,62.0,mb,earthquake,"M 4.0 - 178 km N of Nagqu, China"
1.0,"30 km SE of Mina, Nevada",1668399815648,1668535841274,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851321,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851321&format=geojson,,,,,reviewed,0,15,nn,00851321,",nn00851321,",",nn,",",origin,phase-data,",12.0,0.094,0.1477,143.74,ml,earthquake,"M 1.0 - 30 km SE of Mina, Nevada"
1.43,"11km SSW of Mariposa, CA",1668399701030,1668453853474,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73804895,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73804895&format=geojson,,,,,reviewed,0,31,nc,73804895,",nc73804895,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1843,0.12,79.0,md,earthquake,"M 1.4 - 11km SSW of Mariposa, CA"
-0.9,"86 km NNW of Karluk, Alaska",1668399654650,1668461879390,,https://earthquake.usgs.gov/earthquakes/eventpage/av91076343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91076343&format=geojson,,,,,reviewed,0,0,av,91076343,",av91076343,",",av,",",origin,phase-data,",4.0,,0.13,123.0,ml,earthquake,"M -0.9 - 86 km NNW of Karluk, Alaska"
4.9,Reykjanes Ridge,1668399645350,1669079545040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ipk4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ipk4&format=geojson,,,,,reviewed,0,369,us,7000ipk4,",us7000ipk4,",",us,",",origin,phase-data,",89.0,7.381,0.66,50.0,mb,earthquake,M 4.9 - Reykjanes Ridge
3.07,"6 km ESE of La Parguera, Puerto Rico",1668399601960,1668401649390,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71382223,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71382223&format=geojson,,,,,reviewed,0,145,pr,71382223,",pr71382223,",",pr,",",origin,phase-data,",24.0,0.05819,0.08,203.0,md,earthquake,"M 3.1 - 6 km ESE of La Parguera, Puerto Rico"
0.1,"4 km SSW of Carson City, Nevada",1668399286871,1668527831072,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851311&format=geojson,,,,,reviewed,0,0,nn,00851311,",nn00851311,",",nn,",",origin,phase-data,",4.0,0.124,0.1408,142.25,ml,earthquake,"M 0.1 - 4 km SSW of Carson City, Nevada"
